PWGTP,STPUMA,POWSPPUMA,RES,POW,TM,TT
7,03603201,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
7,03603201,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
7,03603102,03603700,Lower Hudson Valley,Bronx,Rail,60 to 89 Mins
28,03603102,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
16,03603106,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
29,03603103,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
38,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
3,03603201,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
13,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
15,03603312,03603800,Long Island,Manhattan,Rail,90 Mins or More
15,03603003,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
24,03603304,03603800,Long Island,Manhattan,Rail,90 Mins or More
20,03603208,03604000,Long Island,Brooklyn,Rail,90 Mins or More
25,03603206,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
15,03603208,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
19,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
9,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
9,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
29,03603203,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
17,03603203,03604100,Long Island,Queens,Drive Alone,90 Mins or More
115,03603106,03604100,Lower Hudson Valley,Queens,Drive Alone,Less than 30 Mins
21,03603301,03603800,Long Island,Manhattan,Rail,90 Mins or More
12,03603312,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
25,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
72,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
9,03603001,03603800,Lower Hudson Valley,Manhattan,Bus,90 Mins or More
20,03603303,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
15,03603204,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
49,03603106,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
27,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03603202,03604100,Long Island,Queens,Carpool,30 to 59 Mins
17,03603202,03604100,Long Island,Queens,Carpool,30 to 59 Mins
11,03603202,03604100,Long Island,Queens,Carpool,30 to 59 Mins
22,03603312,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
14,03603204,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
18,03603106,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
16,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03603212,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
11,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
15,03603102,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
15,03603206,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
11,03603201,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
17,03603202,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
11,03603212,03604100,Long Island,Queens,Other,Less than 30 Mins
13,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
20,03603002,03603800,Lower Hudson Valley,Manhattan,Drive Alone,90 Mins or More
17,03603002,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
12,03603305,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
13,03603209,03603800,Long Island,Manhattan,Rail,90 Mins or More
17,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
15,03602902,03603700,Mid Hudson Valley,Bronx,Carpool,90 Mins or More
12,03602902,03603700,Mid Hudson Valley,Bronx,Drive Alone,90 Mins or More
24,03603106,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
23,03603303,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
59,03603205,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
26,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
68,03603212,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
22,03603208,03604000,Long Island,Brooklyn,Carpool,90 Mins or More
24,03603208,03603800,Long Island,Manhattan,Rail,90 Mins or More
36,03603208,03603800,Long Island,Manhattan,Rail,90 Mins or More
15,03603211,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
19,03603212,03604100,Long Island,Queens,Rail,60 to 89 Mins
14,03602801,03604100,Mid Hudson Valley,Queens,Drive Alone,30 to 59 Mins
15,03603204,03604100,Long Island,Queens,Other,Less than 30 Mins
15,03603204,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
22,03603313,03603700,Long Island,Bronx,Drive Alone,60 to 89 Mins
9,03603103,03603700,Lower Hudson Valley,Bronx,Rail,60 to 89 Mins
8,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
19,03603101,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
34,03603212,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
35,03603212,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
17,03603208,03604100,Long Island,Queens,Drive Alone,90 Mins or More
14,03603205,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
12,03603204,03604100,Long Island,Queens,Carpool,Less than 30 Mins
15,03603204,03604100,Long Island,Queens,Carpool,Less than 30 Mins
17,03603205,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
4,03602701,03604100,Mid Hudson Valley,Queens,Drive Alone,90 Mins or More
9,03603302,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
4,03603201,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
8,03602701,03603700,Mid Hudson Valley,Bronx,Drive Alone,90 Mins or More
55,03603308,03604100,Long Island,Queens,Rail,90 Mins or More
12,03603205,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
17,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
24,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
14,03603206,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
20,03603210,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
19,03603210,03604000,Long Island,Brooklyn,Rail,60 to 89 Mins
4,03603201,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
20,03603003,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
13,03603107,03603800,Lower Hudson Valley,Manhattan,Carpool,30 to 59 Mins
15,03603107,03604100,Lower Hudson Valley,Queens,Carpool,60 to 89 Mins
24,03603107,03603800,Lower Hudson Valley,Manhattan,Carpool,30 to 59 Mins
25,03603212,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
12,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
20,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
11,03603301,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
12,03603310,03604000,Long Island,Brooklyn,Drive Alone,Less than 30 Mins
15,03603303,03603800,Long Island,Manhattan,Drive Alone,90 Mins or More
25,03603302,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
8,03602903,03604000,Mid Hudson Valley,Brooklyn,Bus,90 Mins or More
9,03603210,03604100,Long Island,Queens,Bus,60 to 89 Mins
11,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
23,03603303,03603800,Long Island,Manhattan,Rail,90 Mins or More
37,03603305,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
35,03603305,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
16,03603209,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
11,03603003,03604000,Lower Hudson Valley,Brooklyn,Carpool,Less than 30 Mins
2,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
12,03603313,03603800,Long Island,Manhattan,Rail,90 Mins or More
43,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
26,03603103,03604100,Lower Hudson Valley,Queens,Carpool,60 to 89 Mins
8,03603003,03604000,Lower Hudson Valley,Brooklyn,Carpool,90 Mins or More
11,03603107,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
16,03603207,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
21,03603209,03603800,Long Island,Manhattan,Rail,90 Mins or More
6,03603202,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
11,03603301,03603800,Long Island,Manhattan,Rail,90 Mins or More
18,03603208,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
20,03603002,03603700,Lower Hudson Valley,Bronx,Carpool,30 to 59 Mins
14,03603002,03603700,Lower Hudson Valley,Bronx,Carpool,30 to 59 Mins
6,03603202,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
11,03603107,03603800,Lower Hudson Valley,Manhattan,Subway,60 to 89 Mins
9,03602801,03603700,Mid Hudson Valley,Bronx,Carpool,60 to 89 Mins
14,03603102,03603800,Lower Hudson Valley,Manhattan,Carpool,60 to 89 Mins
28,03603310,03604000,Long Island,Brooklyn,Rail,90 Mins or More
35,03603310,03604100,Long Island,Queens,Rail,90 Mins or More
14,03603101,03604000,Lower Hudson Valley,Brooklyn,Drive Alone,Less than 30 Mins
13,03603101,03604000,Lower Hudson Valley,Brooklyn,Drive Alone,Less than 30 Mins
14,03603211,03603800,Long Island,Manhattan,Subway,90 Mins or More
6,03603202,03603800,Long Island,Manhattan,Rail,90 Mins or More
49,03603303,03604100,Long Island,Queens,Rail,60 to 89 Mins
13,03603210,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
33,03603313,03604100,Long Island,Queens,Carpool,30 to 59 Mins
30,03603313,03604100,Long Island,Queens,Carpool,30 to 59 Mins
35,03603313,03604100,Long Island,Queens,Rail,90 Mins or More
48,03603205,03604100,Long Island,Queens,Bus,30 to 59 Mins
37,03603205,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
18,03603211,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
13,03603211,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
26,03603103,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
14,03603102,03604000,Lower Hudson Valley,Brooklyn,Drive Alone,60 to 89 Mins
12,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
24,03602903,03603800,Mid Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
21,03603304,03604100,Long Island,Queens,Rail,90 Mins or More
21,03603304,03603800,Long Island,Manhattan,Rail,90 Mins or More
8,03602801,03603800,Mid Hudson Valley,Manhattan,Subway,30 to 59 Mins
11,03603312,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
10,03603312,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
16,03603312,03604100,Long Island,Queens,Carpool,30 to 59 Mins
10,03602802,03603800,Mid Hudson Valley,Manhattan,Rail,90 Mins or More
16,03603309,03604100,Long Island,Queens,Drive Alone,90 Mins or More
25,03603102,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
15,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
20,03603001,03603800,Lower Hudson Valley,Manhattan,Bus,90 Mins or More
9,03603311,03604100,Long Island,Queens,Drive Alone,90 Mins or More
29,03603106,03603800,Lower Hudson Valley,Manhattan,Bus,60 to 89 Mins
15,03603106,03603800,Lower Hudson Valley,Manhattan,Other,Less than 30 Mins
21,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
22,03603207,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
14,03603204,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
61,03603107,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
15,03603203,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
14,03603103,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
59,03603211,03604100,Long Island,Queens,Bus,30 to 59 Mins
23,03603205,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
10,03603207,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
16,03603208,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
17,03603309,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
21,03603206,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
6,03603001,03603800,Lower Hudson Valley,Manhattan,Drive Alone,90 Mins or More
27,03603205,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
28,03603205,03604000,Long Island,Brooklyn,Subway,60 to 89 Mins
15,03603105,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
17,03603204,03604100,Long Island,Queens,Carpool,Less than 30 Mins
16,03603208,03604100,Long Island,Queens,Carpool,60 to 89 Mins
15,03603104,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
15,03603302,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
10,03603205,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
14,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
12,03603308,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
16,03603202,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
13,03603202,03604000,Long Island,Brooklyn,Carpool,90 Mins or More
12,03603202,03604000,Long Island,Brooklyn,Carpool,90 Mins or More
14,03603209,03604000,Long Island,Brooklyn,Rail,30 to 59 Mins
8,03603306,03603800,Long Island,Manhattan,Other,Less than 30 Mins
14,03603308,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
20,03603308,03604000,Long Island,Brooklyn,Drive Alone,Less than 30 Mins
12,03603312,03604100,Long Island,Queens,Carpool,60 to 89 Mins
12,03603312,03603800,Long Island,Manhattan,Rail,90 Mins or More
3,03602801,03603800,Mid Hudson Valley,Manhattan,Drive Alone,90 Mins or More
8,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,30 to 59 Mins
39,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,Less than 30 Mins
26,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
14,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603106,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
13,03603313,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
11,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
12,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
14,03603309,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
16,03603204,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
13,03603204,03603800,Long Island,Manhattan,Bus,60 to 89 Mins
24,03603104,03603800,Lower Hudson Valley,Manhattan,Drive Alone,90 Mins or More
19,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
29,03602701,03603800,Mid Hudson Valley,Manhattan,Subway,90 Mins or More
19,03603002,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
12,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
20,03603206,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
17,03603107,03603800,Lower Hudson Valley,Manhattan,Subway,90 Mins or More
18,03603204,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
13,03603211,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
24,03603204,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
3,03603201,03604100,Long Island,Queens,Rail,Less than 30 Mins
17,03602901,03603800,Mid Hudson Valley,Manhattan,Rail,90 Mins or More
38,03602903,03604000,Mid Hudson Valley,Brooklyn,Bus,90 Mins or More
9,03603212,03604100,Long Island,Queens,Carpool,60 to 89 Mins
23,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
13,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603209,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
23,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
20,03603107,03603700,Lower Hudson Valley,Bronx,Rail,60 to 89 Mins
16,03603210,03604100,Long Island,Queens,Subway,60 to 89 Mins
15,03603210,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
26,03603212,03603800,Long Island,Manhattan,Rail,90 Mins or More
29,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
22,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603201,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
12,03603203,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
17,03603203,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
4,03603201,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
31,03603311,03603900,Long Island,Staten Island,Carpool,90 Mins or More
25,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
21,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
13,03603204,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
14,03603204,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
19,03603207,03604000,Long Island,Brooklyn,Drive Alone,60 to 89 Mins
14,03603103,03603700,Lower Hudson Valley,Bronx,Drive Alone,60 to 89 Mins
12,03603105,03603800,Lower Hudson Valley,Manhattan,Drive Alone,60 to 89 Mins
10,03603207,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
4,03603002,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
22,03603311,03603800,Long Island,Manhattan,Rail,90 Mins or More
17,03603309,03603800,Long Island,Manhattan,Rail,90 Mins or More
4,03603201,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
5,03603201,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
4,03603201,03604000,Long Island,Brooklyn,Rail,30 to 59 Mins
20,03603105,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
22,03603211,03604100,Long Island,Queens,Drive Alone,30 to 59 Mins
22,03603204,03603800,Long Island,Manhattan,Drive Alone,60 to 89 Mins
14,03603206,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
12,03603102,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
10,03603202,03603800,Long Island,Manhattan,Carpool,Less than 30 Mins
12,03603210,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
38,03603107,03603700,Lower Hudson Valley,Bronx,Drive Alone,30 to 59 Mins
12,03603204,03604100,Long Island,Queens,Carpool,30 to 59 Mins
15,03603204,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
15,03603204,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
14,03603205,03603800,Long Island,Manhattan,Drive Alone,30 to 59 Mins
15,03603211,03604100,Long Island,Queens,Subway,90 Mins or More
17,03603211,03604000,Long Island,Brooklyn,Rail,60 to 89 Mins
20,03603211,03603800,Long Island,Manhattan,Subway,90 Mins or More
17,03603106,03604100,Lower Hudson Valley,Queens,Drive Alone,30 to 59 Mins
23,03603106,03603800,Lower Hudson Valley,Manhattan,Drive Alone,Less than 30 Mins
3,03603201,03603800,Long Island,Manhattan,Rail,Less than 30 Mins
23,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
15,03603107,03603700,Lower Hudson Valley,Bronx,Carpool,60 to 89 Mins
5,03603002,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
25,03603212,03603800,Long Island,Manhattan,Subway,30 to 59 Mins
22,03603212,03604100,Long Island,Queens,Drive Alone,Less than 30 Mins
2,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
13,03603302,03603800,Long Island,Manhattan,Rail,90 Mins or More
56,03603202,03603800,Long Island,Manhattan,Drive Alone,Less than 30 Mins
30,03602901,03603700,Mid Hudson Valley,Bronx,Carpool,90 Mins or More
33,03602901,03603700,Mid Hudson Valley,Bronx,Drive Alone,90 Mins or More
23,03603303,03604000,Long Island,Brooklyn,Rail,90 Mins or More
15,03602903,03604000,Mid Hudson Valley,Brooklyn,Bus,90 Mins or More
25,03603313,03604100,Long Island,Queens,Rail,90 Mins or More
6,03602802,03604000,Mid Hudson Valley,Brooklyn,Rail,90 Mins or More
5,03603202,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
54,03603301,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
16,03603208,03604000,Long Island,Brooklyn,Drive Alone,90 Mins or More
11,03603104,03603800,Lower Hudson Valley,Manhattan,Rail,90 Mins or More
24,03603204,03603800,Long Island,Manhattan,Rail,30 to 59 Mins
17,03603311,03604000,Long Island,Brooklyn,Drive Alone,30 to 59 Mins
46,03603107,03603800,Lower Hudson Valley,Manhattan,Rail,60 to 89 Mins
12,03603303,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
38,03603106,03603800,Lower Hudson Valley,Manhattan,Bus,90 Mins or More
17,03603202,03603800,Long Island,Manhattan,Subway,60 to 89 Mins
26,03603212,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
25,03603310,03603800,Long Island,Manhattan,Rail,60 to 89 Mins
23,03603211,03603800,Long Island,Manhattan,Subway,90 Mins or More
8,03603311,03604100,Long Island,Queens,Drive Alone,60 to 89 Mins
22,03603104,03603800,Lower Hudson Valley,Manhattan,Drive Alone,30 to 59 Mins
