PWGTP,RES,POW
7,Long Island,Brooklyn
6,Long Island,Brooklyn
14,Long Island,Manhattan
46,Long Island,Manhattan
18,Long Island,Brooklyn
13,Long Island,Brooklyn
10,Mid-Hudson,Manhattan
48,Long Island,Queens
43,Long Island,Brooklyn
44,Long Island,Queens
53,Long Island,Brooklyn
13,Long Island,Manhattan
6,Long Island,Manhattan
30,Long Island,Queens
15,Long Island,Manhattan
14,Long Island,Manhattan
28,Long Island,Manhattan
19,Mid-Hudson,Manhattan
7,Long Island,Manhattan
8,Long Island,Queens
13,Long Island,Manhattan
6,Long Island,Manhattan
12,Long Island,Brooklyn
9,Long Island,Queens
12,Long Island,Manhattan
14,Long Island,Manhattan
30,Mid-Hudson,Manhattan
11,Long Island,Manhattan
14,Mid-Hudson,Brooklyn
22,Mid-Hudson,Manhattan
14,Long Island,Queens
23,Mid-Hudson,Manhattan
14,Long Island,Manhattan
18,Long Island,Manhattan
21,Mid-Hudson,Manhattan
27,Mid-Hudson,Manhattan
156,Long Island,Manhattan
34,Long Island,Queens
31,Long Island,Manhattan
22,Mid-Hudson,Manhattan
30,Mid-Hudson,Queens
9,Mid-Hudson,Manhattan
11,Long Island,Queens
23,Mid-Hudson,Manhattan
7,Long Island,Manhattan
10,Long Island,Manhattan
13,Mid-Hudson,Manhattan
27,Mid-Hudson,Bronx
24,Mid-Hudson,Manhattan
17,Long Island,Bronx
20,Long Island,Brooklyn
10,Mid-Hudson,Manhattan
10,Mid-Hudson,Manhattan
3,Long Island,Queens
24,Long Island,Bronx
9,Mid-Hudson,Manhattan
14,Long Island,Queens
15,Mid-Hudson,Manhattan
13,Mid-Hudson,Manhattan
20,Mid-Hudson,Brooklyn
14,Long Island,Queens
11,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
12,Long Island,Queens
13,Long Island,Manhattan
17,Long Island,Brooklyn
10,Long Island,Manhattan
23,Mid-Hudson,Manhattan
26,Mid-Hudson,Bronx
13,Mid-Hudson,Brooklyn
48,Long Island,Manhattan
37,Long Island,Queens
12,Long Island,Manhattan
17,Long Island,Brooklyn
12,Long Island,Brooklyn
17,Long Island,Queens
15,Long Island,Queens
18,Long Island,Manhattan
13,Long Island,Manhattan
22,Long Island,Bronx
22,Long Island,Queens
15,Long Island,Manhattan
16,Long Island,Manhattan
16,Mid-Hudson,Manhattan
15,Long Island,Brooklyn
14,Long Island,Brooklyn
17,Mid-Hudson,Manhattan
37,Long Island,Manhattan
30,Long Island,Manhattan
14,Long Island,Manhattan
15,Long Island,Manhattan
8,Mid-Hudson,Bronx
22,Long Island,Brooklyn
12,Long Island,Manhattan
13,Long Island,Manhattan
26,Long Island,Manhattan
15,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
16,Long Island,Queens
15,Long Island,Manhattan
13,Long Island,Queens
4,Long Island,Queens
5,Long Island,Manhattan
4,Long Island,Brooklyn
5,Long Island,Queens
9,Mid-Hudson,Bronx
11,Mid-Hudson,Manhattan
14,Long Island,Bronx
19,Mid-Hudson,Manhattan
18,Long Island,Manhattan
7,Long Island,Staten Island
9,Long Island,Staten Island
17,Mid-Hudson,Manhattan
16,Mid-Hudson,Manhattan
6,Long Island,Manhattan
15,Long Island,Manhattan
14,Long Island,Manhattan
12,Mid-Hudson,Manhattan
10,Long Island,Manhattan
16,Mid-Hudson,Queens
13,Mid-Hudson,Manhattan
14,Long Island,Brooklyn
19,Mid-Hudson,Manhattan
26,Long Island,Brooklyn
23,Mid-Hudson,Manhattan
21,Mid-Hudson,Queens
39,Long Island,Brooklyn
9,Long Island,Manhattan
15,Long Island,Queens
33,Long Island,Bronx
15,Mid-Hudson,Manhattan
14,Long Island,Queens
5,Long Island,Queens
14,Mid-Hudson,Bronx
17,Long Island,Manhattan
43,Long Island,Brooklyn
16,Mid-Hudson,Manhattan
7,Long Island,Manhattan
7,Long Island,Manhattan
10,Long Island,Manhattan
18,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
13,Long Island,Manhattan
3,Long Island,Manhattan
13,Long Island,Queens
15,Long Island,Brooklyn
24,Long Island,Queens
24,Long Island,Queens
25,Long Island,Queens
18,Long Island,Manhattan
20,Long Island,Brooklyn
8,Long Island,Manhattan
18,Long Island,Brooklyn
13,Mid-Hudson,Manhattan
23,Long Island,Manhattan
34,Long Island,Manhattan
16,Mid-Hudson,Manhattan
19,Mid-Hudson,Manhattan
39,Mid-Hudson,Manhattan
26,Mid-Hudson,Manhattan
31,Mid-Hudson,Manhattan
48,Long Island,Manhattan
38,Long Island,Manhattan
24,Long Island,Queens
28,Long Island,Manhattan
15,Mid-Hudson,Bronx
20,Mid-Hudson,Brooklyn
22,Mid-Hudson,Manhattan
13,Long Island,Manhattan
31,Mid-Hudson,Brooklyn
9,Long Island,Manhattan
12,Mid-Hudson,Manhattan
20,Mid-Hudson,Manhattan
6,Long Island,Manhattan
14,Long Island,Bronx
17,Long Island,Queens
24,Long Island,Manhattan
8,Long Island,Manhattan
17,Long Island,Queens
13,Long Island,Queens
9,Long Island,Manhattan
9,Long Island,Manhattan
10,Long Island,Manhattan
18,Mid-Hudson,Manhattan
11,Mid-Hudson,Queens
12,Long Island,Manhattan
12,Long Island,Manhattan
15,Long Island,Manhattan
3,New York Other,Bronx
20,Mid-Hudson,Bronx
28,Mid-Hudson,Bronx
14,Mid-Hudson,Manhattan
14,Long Island,Queens
9,Mid-Hudson,Manhattan
16,Mid-Hudson,Manhattan
12,Mid-Hudson,Manhattan
9,Long Island,Manhattan
7,Long Island,Queens
12,Long Island,Queens
17,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
18,Long Island,Queens
42,Long Island,Brooklyn
13,Long Island,Manhattan
44,Mid-Hudson,Manhattan
16,Mid-Hudson,Bronx
14,Long Island,Manhattan
26,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
13,Mid-Hudson,Bronx
21,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
61,New York Other,Manhattan
9,Long Island,Manhattan
21,Mid-Hudson,Manhattan
12,Long Island,Manhattan
34,Mid-Hudson,Manhattan
12,Mid-Hudson,Manhattan
18,Long Island,Manhattan
31,Long Island,Manhattan
48,Long Island,Queens
48,Long Island,Manhattan
48,Long Island,Queens
13,Mid-Hudson,Manhattan
24,Long Island,Brooklyn
18,Mid-Hudson,Bronx
18,Long Island,Manhattan
10,Mid-Hudson,Manhattan
66,Mid-Hudson,Manhattan
49,Mid-Hudson,Manhattan
16,Mid-Hudson,Manhattan
11,Long Island,Queens
16,Long Island,Bronx
8,Long Island,Manhattan
26,Mid-Hudson,Manhattan
16,Long Island,Manhattan
14,Long Island,Queens
17,Long Island,Queens
15,Long Island,Brooklyn
11,Long Island,Queens
18,Long Island,Queens
13,Mid-Hudson,Manhattan
16,Mid-Hudson,Manhattan
9,Long Island,Manhattan
23,Long Island,Manhattan
40,Mid-Hudson,Queens
21,Long Island,Queens
9,Mid-Hudson,Manhattan
12,Long Island,Queens
8,Mid-Hudson,Brooklyn
13,Mid-Hudson,Manhattan
25,Mid-Hudson,Bronx
63,Mid-Hudson,Manhattan
16,Long Island,Queens
15,Long Island,Queens
16,Mid-Hudson,Queens
71,Long Island,Queens
29,Long Island,Brooklyn
10,Long Island,Queens
52,Long Island,Manhattan
10,Long Island,Queens
16,Long Island,Manhattan
19,Long Island,Brooklyn
24,Long Island,Queens
31,Long Island,Manhattan
17,Long Island,Manhattan
24,Long Island,Brooklyn
26,Long Island,Manhattan
29,Long Island,Manhattan
28,Long Island,Queens
12,Long Island,Manhattan
5,Long Island,Manhattan
5,Long Island,Manhattan
16,Mid-Hudson,Manhattan
42,Long Island,Queens
33,Long Island,Queens
13,Long Island,Queens
16,Long Island,Manhattan
9,Mid-Hudson,Manhattan
12,Long Island,Queens
11,Mid-Hudson,Manhattan
11,Long Island,Queens
10,Long Island,Brooklyn
7,Long Island,Manhattan
17,Long Island,Manhattan
53,Long Island,Manhattan
26,Mid-Hudson,Manhattan
10,Mid-Hudson,Manhattan
19,Mid-Hudson,Manhattan
30,Mid-Hudson,Manhattan
8,Long Island,Bronx
15,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
51,Long Island,Queens
14,Long Island,Queens
22,Long Island,Queens
23,Long Island,Queens
13,Long Island,Queens
13,Mid-Hudson,Bronx
24,Long Island,Queens
8,Long Island,Brooklyn
20,Long Island,Queens
16,Mid-Hudson,Manhattan
75,Mid-Hudson,Brooklyn
38,Long Island,Bronx
14,Long Island,Queens
8,Long Island,Manhattan
14,Long Island,Manhattan
15,Long Island,Manhattan
18,Long Island,Brooklyn
12,Long Island,Manhattan
11,Mid-Hudson,Manhattan
8,Long Island,Manhattan
10,Mid-Hudson,Queens
27,Mid-Hudson,Manhattan
15,Long Island,Brooklyn
14,Mid-Hudson,Manhattan
4,Long Island,Manhattan
4,Mid-Hudson,Manhattan
22,Long Island,Manhattan
22,Long Island,Manhattan
22,Long Island,Queens
7,Long Island,Manhattan
11,Long Island,Manhattan
16,Mid-Hudson,Manhattan
10,Long Island,Manhattan
17,Mid-Hudson,Bronx
16,Long Island,Queens
7,Mid-Hudson,Manhattan
13,Long Island,Manhattan
16,Mid-Hudson,Queens
28,Long Island,Queens
12,Long Island,Manhattan
13,Long Island,Manhattan
15,Long Island,Manhattan
27,Mid-Hudson,Manhattan
26,Long Island,Manhattan
20,Long Island,Manhattan
78,Long Island,Manhattan
73,Long Island,Manhattan
28,Mid-Hudson,Bronx
15,Long Island,Queens
23,Long Island,Queens
13,Long Island,Queens
13,Long Island,Manhattan
42,Long Island,Manhattan
40,Long Island,Manhattan
13,Long Island,Queens
13,Long Island,Queens
15,Long Island,Manhattan
15,Long Island,Manhattan
16,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
5,New York Other,Bronx
4,New York Other,Manhattan
24,Mid-Hudson,Manhattan
32,Long Island,Queens
15,Long Island,Queens
15,Long Island,Brooklyn
15,Mid-Hudson,Manhattan
16,Mid-Hudson,Manhattan
14,Long Island,Manhattan
13,Long Island,Manhattan
21,Long Island,Manhattan
19,Long Island,Queens
25,Long Island,Queens
13,Long Island,Manhattan
16,Long Island,Queens
14,Mid-Hudson,Manhattan
11,Mid-Hudson,Manhattan
14,Long Island,Manhattan
20,Long Island,Manhattan
14,Mid-Hudson,Brooklyn
18,Long Island,Manhattan
3,Long Island,Bronx
15,Mid-Hudson,Manhattan
29,Mid-Hudson,Manhattan
10,New York Other,Bronx
14,Mid-Hudson,Brooklyn
21,Long Island,Queens
25,Long Island,Brooklyn
13,Mid-Hudson,Manhattan
15,Long Island,Queens
8,Long Island,Queens
3,Long Island,Staten Island
13,Mid-Hudson,Manhattan
13,Mid-Hudson,Manhattan
16,Long Island,Manhattan
7,Mid-Hudson,Bronx
11,Mid-Hudson,Manhattan
9,Mid-Hudson,Manhattan
13,Long Island,Queens
18,Long Island,Manhattan
76,Mid-Hudson,Bronx
19,Long Island,Queens
21,Long Island,Manhattan
44,Long Island,Queens
17,Mid-Hudson,Bronx
68,Long Island,Queens
7,Long Island,Manhattan
13,Long Island,Manhattan
15,Long Island,Brooklyn
12,Long Island,Brooklyn
40,Long Island,Manhattan
15,Long Island,Manhattan
14,Long Island,Manhattan
13,Long Island,Manhattan
15,Long Island,Manhattan
21,Long Island,Manhattan
20,Long Island,Manhattan
52,Long Island,Queens
20,Mid-Hudson,Bronx
34,Long Island,Queens
12,Mid-Hudson,Bronx
12,Mid-Hudson,Manhattan
11,Mid-Hudson,Manhattan
19,Mid-Hudson,Manhattan
18,Long Island,Manhattan
40,Long Island,Brooklyn
5,Long Island,Manhattan
21,Long Island,Manhattan
41,Mid-Hudson,Manhattan
8,Long Island,Brooklyn
7,Long Island,Brooklyn
15,Long Island,Manhattan
35,Mid-Hudson,Manhattan
5,New York Other,Manhattan
5,New York Other,Manhattan
15,Mid-Hudson,Manhattan
72,Mid-Hudson,Manhattan
85,Long Island,Manhattan
7,Long Island,Manhattan
13,Long Island,Manhattan
13,Long Island,Manhattan
17,Mid-Hudson,Brooklyn
33,Mid-Hudson,Manhattan
37,Mid-Hudson,Manhattan
21,Long Island,Queens
49,Mid-Hudson,Brooklyn
10,Long Island,Queens
15,Long Island,Brooklyn
11,Mid-Hudson,Bronx
28,Mid-Hudson,Manhattan
27,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
12,Long Island,Manhattan
9,Long Island,Manhattan
14,Long Island,Queens
17,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
23,Mid-Hudson,Manhattan
8,Long Island,Bronx
14,Long Island,Brooklyn
13,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
14,Long Island,Bronx
16,Long Island,Manhattan
23,Long Island,Brooklyn
33,Long Island,Manhattan
17,Long Island,Manhattan
12,Long Island,Queens
11,Long Island,Queens
19,Long Island,Manhattan
6,New York Other,Bronx
20,Mid-Hudson,Queens
21,Mid-Hudson,Bronx
12,Long Island,Manhattan
12,Long Island,Manhattan
11,Long Island,Manhattan
76,Long Island,Manhattan
69,Long Island,Queens
19,Mid-Hudson,Manhattan
19,Mid-Hudson,Manhattan
106,Long Island,Manhattan
20,Long Island,Manhattan
25,Long Island,Brooklyn
44,Mid-Hudson,Bronx
9,Long Island,Queens
19,Long Island,Manhattan
14,Long Island,Manhattan
43,Mid-Hudson,Manhattan
21,Long Island,Manhattan
40,Mid-Hudson,Manhattan
13,Long Island,Queens
22,Long Island,Manhattan
25,Long Island,Manhattan
15,Long Island,Manhattan
12,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
14,Long Island,Manhattan
11,Long Island,Queens
20,Long Island,Queens
14,Long Island,Manhattan
6,Long Island,Queens
12,Long Island,Manhattan
17,Long Island,Queens
11,Mid-Hudson,Manhattan
22,Long Island,Bronx
10,Long Island,Manhattan
2,Long Island,Manhattan
19,Long Island,Manhattan
28,Long Island,Manhattan
32,Mid-Hudson,Manhattan
6,Long Island,Manhattan
19,Long Island,Queens
13,Long Island,Manhattan
18,Long Island,Queens
20,Long Island,Queens
13,Long Island,Manhattan
15,Long Island,Queens
14,Long Island,Queens
17,Mid-Hudson,Manhattan
26,Long Island,Queens
29,Long Island,Queens
43,Long Island,Manhattan
19,Long Island,Brooklyn
4,Long Island,Manhattan
5,Long Island,Manhattan
97,Mid-Hudson,Queens
15,Long Island,Manhattan
16,Long Island,Queens
15,New York Other,Bronx
11,Long Island,Manhattan
6,Long Island,Brooklyn
5,Long Island,Manhattan
4,Long Island,Manhattan
25,Long Island,Manhattan
13,Long Island,Manhattan
15,Long Island,Brooklyn
18,Long Island,Manhattan
19,Long Island,Queens
15,Long Island,Brooklyn
13,Mid-Hudson,Manhattan
12,Mid-Hudson,Manhattan
21,Mid-Hudson,Brooklyn
16,Long Island,Queens
13,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
24,Mid-Hudson,Bronx
14,Mid-Hudson,Manhattan
12,New York Other,Queens
8,Long Island,Manhattan
16,Long Island,Manhattan
16,Mid-Hudson,Manhattan
34,Long Island,Manhattan
44,Long Island,Manhattan
19,Long Island,Manhattan
21,Long Island,Brooklyn
22,Long Island,Manhattan
12,Mid-Hudson,Manhattan
13,Mid-Hudson,Manhattan
5,Long Island,Manhattan
53,Mid-Hudson,Bronx
7,Long Island,Manhattan
24,Mid-Hudson,Manhattan
9,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
12,Long Island,Queens
13,Long Island,Manhattan
7,Long Island,Queens
31,Long Island,Queens
18,Long Island,Queens
16,Long Island,Queens
32,Long Island,Manhattan
45,Long Island,Brooklyn
15,Long Island,Brooklyn
15,Long Island,Queens
21,Long Island,Brooklyn
21,Long Island,Manhattan
28,Long Island,Queens
35,Mid-Hudson,Manhattan
15,Long Island,Manhattan
22,Mid-Hudson,Manhattan
17,Mid-Hudson,Queens
22,Long Island,Manhattan
22,Long Island,Queens
21,Mid-Hudson,Bronx
7,Long Island,Manhattan
12,Long Island,Manhattan
24,Long Island,Brooklyn
40,Long Island,Queens
17,Mid-Hudson,Manhattan
42,Mid-Hudson,Manhattan
55,Mid-Hudson,Manhattan
12,Long Island,Bronx
14,Long Island,Manhattan
20,Long Island,Brooklyn
17,Mid-Hudson,Manhattan
31,Mid-Hudson,Bronx
22,Mid-Hudson,Manhattan
20,Mid-Hudson,Bronx
28,Mid-Hudson,Bronx
9,Mid-Hudson,Brooklyn
8,Mid-Hudson,Manhattan
21,Long Island,Manhattan
14,Mid-Hudson,Manhattan
18,Mid-Hudson,Manhattan
24,Mid-Hudson,Queens
16,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
22,Mid-Hudson,Bronx
20,Mid-Hudson,Manhattan
26,Long Island,Manhattan
20,Long Island,Manhattan
15,Long Island,Manhattan
6,Long Island,Manhattan
26,Long Island,Manhattan
25,Mid-Hudson,Manhattan
44,Mid-Hudson,Manhattan
8,Long Island,Queens
25,Mid-Hudson,Manhattan
10,New York Other,Manhattan
9,Long Island,Queens
19,Mid-Hudson,Bronx
16,Long Island,Manhattan
17,Long Island,Queens
10,Long Island,Manhattan
20,Long Island,Manhattan
24,Mid-Hudson,Manhattan
14,Long Island,Manhattan
15,Long Island,Brooklyn
17,Long Island,Manhattan
16,Long Island,Manhattan
52,Long Island,Queens
22,Long Island,Queens
4,Long Island,Queens
4,Long Island,Brooklyn
15,Long Island,Queens
13,Long Island,Manhattan
14,Long Island,Queens
14,Long Island,Manhattan
26,Mid-Hudson,Manhattan
17,Long Island,Queens
7,Long Island,Manhattan
17,Mid-Hudson,Bronx
14,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
12,Long Island,Queens
14,Mid-Hudson,Manhattan
9,Long Island,Manhattan
9,Long Island,Manhattan
11,Long Island,Manhattan
10,Long Island,Manhattan
16,Long Island,Manhattan
45,Long Island,Brooklyn
37,Long Island,Manhattan
14,Long Island,Manhattan
14,Long Island,Manhattan
20,Long Island,Manhattan
14,Long Island,Bronx
3,Long Island,Queens
4,Long Island,Queens
15,Mid-Hudson,Manhattan
9,Mid-Hudson,Brooklyn
10,Mid-Hudson,Manhattan
15,Long Island,Manhattan
11,Mid-Hudson,Manhattan
14,Long Island,Queens
16,Long Island,Queens
27,New York Other,Manhattan
9,Mid-Hudson,Bronx
16,Mid-Hudson,Manhattan
13,Long Island,Manhattan
16,Long Island,Queens
15,Long Island,Manhattan
16,Long Island,Manhattan
50,Mid-Hudson,Manhattan
4,Long Island,Manhattan
33,Mid-Hudson,Manhattan
23,Long Island,Manhattan
24,Long Island,Manhattan
28,Long Island,Manhattan
14,Mid-Hudson,Manhattan
28,Long Island,Manhattan
26,Long Island,Manhattan
24,Long Island,Manhattan
13,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
25,Long Island,Queens
20,New York Other,Brooklyn
32,Long Island,Manhattan
12,Mid-Hudson,Manhattan
27,Long Island,Manhattan
22,Mid-Hudson,Manhattan
12,Long Island,Queens
15,New York Other,Brooklyn
15,Long Island,Queens
56,Long Island,Manhattan
13,Long Island,Manhattan
12,Long Island,Manhattan
4,Long Island,Manhattan
19,Long Island,Manhattan
7,Long Island,Bronx
16,Long Island,Queens
21,Long Island,Manhattan
18,Long Island,Manhattan
7,Long Island,Manhattan
19,Mid-Hudson,Manhattan
33,Mid-Hudson,Manhattan
9,Long Island,Queens
15,Mid-Hudson,Manhattan
37,Long Island,Manhattan
11,Long Island,Manhattan
15,Long Island,Manhattan
18,Mid-Hudson,Manhattan
14,Long Island,Brooklyn
18,Long Island,Manhattan
39,Mid-Hudson,Manhattan
8,New York Other,Manhattan
7,New York Other,Manhattan
16,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
17,Long Island,Manhattan
36,Mid-Hudson,Bronx
12,Mid-Hudson,Manhattan
16,Long Island,Brooklyn
14,Long Island,Brooklyn
18,Mid-Hudson,Manhattan
20,Long Island,Manhattan
19,Long Island,Manhattan
11,Mid-Hudson,Manhattan
31,New York Other,Brooklyn
10,Long Island,Manhattan
14,Long Island,Manhattan
75,Mid-Hudson,Staten Island
26,Long Island,Brooklyn
11,Mid-Hudson,Manhattan
13,Long Island,Manhattan
12,Mid-Hudson,Manhattan
13,Mid-Hudson,Bronx
18,Mid-Hudson,Manhattan
66,Long Island,Manhattan
83,Long Island,Queens
15,Mid-Hudson,Queens
10,Mid-Hudson,Manhattan
11,Long Island,Manhattan
24,Mid-Hudson,Bronx
24,Mid-Hudson,Manhattan
24,Mid-Hudson,Manhattan
22,Mid-Hudson,Manhattan
23,Long Island,Manhattan
14,Long Island,Manhattan
14,Long Island,Manhattan
8,Long Island,Manhattan
31,Long Island,Manhattan
5,Long Island,Manhattan
17,Long Island,Queens
6,Long Island,Manhattan
14,Long Island,Manhattan
24,Long Island,Queens
23,Long Island,Queens
61,Long Island,Brooklyn
6,Long Island,Manhattan
10,Long Island,Manhattan
11,Long Island,Manhattan
9,Mid-Hudson,Manhattan
11,Long Island,Queens
14,Long Island,Manhattan
14,Long Island,Queens
15,Mid-Hudson,Manhattan
14,Mid-Hudson,Manhattan
10,Mid-Hudson,Manhattan
14,Long Island,Brooklyn
3,Long Island,Manhattan
8,Long Island,Manhattan
29,Mid-Hudson,Bronx
23,Long Island,Bronx
26,Long Island,Manhattan
8,Mid-Hudson,Manhattan
6,New York Other,Queens
6,New York Other,Queens
19,Mid-Hudson,Manhattan
6,Long Island,Manhattan
14,Mid-Hudson,Bronx
18,Long Island,Manhattan
16,Mid-Hudson,Brooklyn
6,New York Other,Brooklyn
8,Long Island,Brooklyn
54,Long Island,Manhattan
5,New York Other,Brooklyn
8,Long Island,Queens
25,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
19,Mid-Hudson,Manhattan
26,Long Island,Queens
24,Long Island,Manhattan
14,Mid-Hudson,Queens
29,Long Island,Manhattan
19,Long Island,Queens
3,Mid-Hudson,Brooklyn
22,Long Island,Queens
17,Long Island,Queens
15,Long Island,Manhattan
12,Mid-Hudson,Manhattan
13,Long Island,Manhattan
15,Long Island,Queens
18,Mid-Hudson,Manhattan
15,Mid-Hudson,Manhattan
22,Mid-Hudson,Manhattan
25,Long Island,Manhattan
57,Long Island,Queens
19,Long Island,Brooklyn
11,Mid-Hudson,Manhattan
70,Long Island,Manhattan
71,Long Island,Manhattan
23,New York Other,Bronx
12,Long Island,Brooklyn
15,Long Island,Queens
49,Long Island,Manhattan
21,Long Island,Manhattan
35,Mid-Hudson,Manhattan
45,Mid-Hudson,Manhattan
64,Mid-Hudson,Manhattan
63,Mid-Hudson,Manhattan
28,Long Island,Queens
26,Long Island,Brooklyn
12,New York Other,Manhattan
15,Long Island,Bronx
18,Long Island,Manhattan
51,Mid-Hudson,Manhattan
16,Long Island,Queens
16,Long Island,Bronx
22,Long Island,Queens
37,Long Island,Manhattan
39,Long Island,Brooklyn
8,Long Island,Manhattan
4,Long Island,Queens
14,Long Island,Queens
75,Long Island,Queens
44,Long Island,Brooklyn
22,Long Island,Manhattan
9,Long Island,Manhattan
8,Long Island,Manhattan
11,Mid-Hudson,Manhattan
12,Long Island,Brooklyn
15,Mid-Hudson,Manhattan
13,Mid-Hudson,Bronx
10,Long Island,Manhattan
13,Long Island,Manhattan
16,Long Island,Brooklyn
140,Mid-Hudson,Bronx
20,Long Island,Manhattan
36,Mid-Hudson,Manhattan
18,Long Island,Manhattan
15,Mid-Hudson,Manhattan
15,Long Island,Manhattan
4,Long Island,Manhattan
16,Long Island,Manhattan
14,Long Island,Brooklyn
73,Long Island,Brooklyn
86,Long Island,Queens
12,Long Island,Manhattan
15,Long Island,Queens
11,Long Island,Queens
14,Long Island,Brooklyn
50,Long Island,Queens
12,Mid-Hudson,Manhattan
12,Mid-Hudson,Manhattan
27,Mid-Hudson,Bronx
34,Mid-Hudson,Manhattan
37,Long Island,Queens
15,Long Island,Queens
16,Long Island,Manhattan
7,Long Island,Queens
10,Long Island,Manhattan
16,Long Island,Queens
42,Mid-Hudson,Bronx
36,Mid-Hudson,Manhattan
15,Long Island,Queens
17,Long Island,Queens
23,Mid-Hudson,Bronx
38,Long Island,Manhattan
38,Long Island,Manhattan
12,Long Island,Queens
18,Long Island,Manhattan
22,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
22,Mid-Hudson,Manhattan
17,Mid-Hudson,Manhattan
12,Long Island,Manhattan
22,Mid-Hudson,Queens
9,Mid-Hudson,Bronx
29,Long Island,Manhattan
25,Long Island,Manhattan
14,Mid-Hudson,Manhattan
5,Long Island,Manhattan
19,Mid-Hudson,Manhattan
35,Mid-Hudson,Bronx
13,Mid-Hudson,Manhattan
18,Long Island,Bronx
16,Mid-Hudson,Manhattan
28,Mid-Hudson,Manhattan
24,Mid-Hudson,Bronx
31,Mid-Hudson,Manhattan
26,Mid-Hudson,Brooklyn
19,Mid-Hudson,Brooklyn
13,Mid-Hudson,Manhattan
21,Long Island,Manhattan
24,Long Island,Manhattan
30,Long Island,Manhattan
15,Long Island,Manhattan
93,Long Island,Manhattan
19,Mid-Hudson,Manhattan
10,Long Island,Queens
10,Long Island,Manhattan
15,New York Other,Brooklyn
20,Mid-Hudson,Manhattan
12,Mid-Hudson,Manhattan
21,Long Island,Brooklyn
14,Mid-Hudson,Manhattan
4,Long Island,Manhattan
13,Long Island,Brooklyn
4,Long Island,Queens
15,Mid-Hudson,Manhattan
23,Long Island,Queens
21,Mid-Hudson,Bronx
30,Long Island,Manhattan
17,Long Island,Manhattan
14,Mid-Hudson,Manhattan
